Id,SourceTagName,TargetTagName,CreationDate,OwnerUserId,AutoRenameCount,LastAutoRename,Score,ApprovedByUserId,ApprovalDate
"2541","webpartzone","web-parts","2011-02-01 19:53:58","21461","5","2018-12-05 23:14:23","0","1228","2011-03-28 13:42:38"
"2542","web-part","web-parts","2011-02-01 19:54:29","21461","11","2021-03-10 22:21:00","0","34397","2011-02-03 14:02:02"
"2546","plt-scheme","racket","2011-02-05 12:56:48","298282","23","2016-05-14 17:10:30","2","102937","2011-02-11 21:57:13"
"2547","drscheme","racket","2011-02-05 18:26:35","298282","16","2020-10-29 17:41:32","2","102937","2011-02-11 21:57:10"
"2549","cpp","c++","2011-02-08 09:23:06","135549","6034","2022-03-06 08:10:00","4","-1","2011-02-10 06:29:24"
"2551","cshtml","razor","2011-02-08 21:14:00","358970","609","2022-02-28 19:39:28","2","1228","2011-03-28 13:42:33"
"2552","vbhtml","razor","2011-02-08 21:14:06","358970","20","2021-11-15 15:24:26","2","1228","2011-03-28 13:42:31"
"2554","80x86","x86","2011-02-09 22:40:46","242889","16","2020-10-16 03:22:33","2","1288","2011-02-23 20:11:48"
"2557","wildcards","wildcard","2011-02-11 21:54:55","102937","223","2022-01-23 02:03:17","0","102937","2011-02-11 22:27:31"
"2558","language-independent","language-agnostic","2011-02-12 15:03:10","21234","13","2019-12-29 12:52:57","3","1288","2011-03-23 13:17:08"
"2559","singleton-class","singleton","2011-02-12 16:08:57","21234","15","2020-10-28 16:53:42","1","1228","2011-03-28 13:42:16"
"2560","ccrc","clearcase-remote-client","2011-02-12 21:39:01","6309","0","","0","1252759","2015-09-06 02:58:30"
"2562","sql-statement","sql","2011-02-14 12:21:30","21234","30","2022-02-07 07:59:57","2","1288","2011-02-23 20:11:35"
"2563","ia32","x86","2011-02-15 12:10:29","196561","58","2021-11-23 11:43:09","1","23354","2011-03-31 07:58:47"
"2564","logger","logging","2011-02-15 21:26:09","21234","619","2022-03-04 17:23:54","1","1288","2011-02-23 20:11:21"
"2565","segfault","segmentation-fault","2011-02-18 17:00:11","203667","539","2022-02-01 04:19:12","1","1288","2011-02-23 20:11:13"
"2566","void-pointer","void-pointers","2011-02-20 01:38:14","501557","18","2019-11-17 19:56:59","0","1288","2011-02-23 20:11:06"
"2567","classic-asp","asp-classic","2011-02-20 04:51:41","76337","122","2022-01-31 20:33:02","0","1288","2011-02-23 20:10:57"
"2568","sql-postgres","postgresql","2011-02-21 15:51:42","271959","18","2011-06-06 10:30:36","1","1288","2011-02-23 20:10:49"
"2569","student-question","homework","2011-02-22 13:33:39","298282","19","2012-05-15 22:23:47","0","1288","2011-02-22 13:50:54"
"2570","student","homework","2011-02-22 13:52:25","1288","45","2013-03-23 20:28:13","0","1288","2011-02-22 13:52:25"
"2573","bashrc","bash","2011-02-23 04:51:05","119963","205","2022-03-05 05:42:48","3","-1","2011-03-06 13:46:47"
"2574",".bashrc","bash","2011-02-23 04:51:08","119963","100","2022-02-14 07:03:28","4","-1","2011-03-06 13:46:55"
"2575","ezcomponents","zeta-components","2011-02-23 13:25:19","1288","6","2013-08-11 10:10:11","0","1288","2011-02-23 13:25:19"
"2576","microsoft-access","ms-access","2011-02-23 20:21:31","13302","83","2021-04-06 13:20:39","0","13531","2011-02-23 23:39:41"
"2583","rssfeed","rss","2011-02-28 19:45:34","21234","133","2021-12-24 12:57:36","1","1228","2011-03-28 13:41:52"
"2585","generic","generics","2011-03-01 20:27:33","102937","2849","2022-03-03 18:58:19","0","102937","2011-03-01 20:27:33"
"2586","bison","yacc","2011-03-03 09:00:20","311635","0","","1","",""
"2588","quartz-graphics","core-graphics","2011-03-04 04:36:05","30461","38","2021-11-28 10:41:10","4","-1","2019-06-20 15:49:11"
"2589","google-reader-api","google-reader","2011-03-04 11:08:59","23354","16","2012-06-29 01:04:39","0","23354","2011-03-04 11:08:59"
"2590","adobe-acrobat","acrobat","2011-03-04 11:09:47","23354","25","2020-03-16 07:34:35","0","23354","2011-03-04 11:09:47"
"2591","bean","javabeans","2011-03-04 13:11:13","157882","1209","2022-03-04 23:05:12","1","1228","2011-03-28 13:41:37"
"2592","beans","javabeans","2011-03-04 13:11:33","157882","398","2022-02-09 10:39:41","1","1228","2011-03-28 13:41:35"
"2593","data-frame","dataframe","2011-03-04 15:00:41","428790","106","2022-01-05 11:36:31","3","17174","2011-03-31 07:55:07"
"2594","gtk+","gtk","2011-03-04 15:07:45","166955","802","2022-01-31 09:39:13","4","-1","2012-01-10 10:35:15"
"2596","standard-ml","sml","2011-03-06 11:45:43","79061","4","2019-10-21 17:51:40","3","419","2012-01-14 01:45:31"
"2606","comment","comments","2011-03-06 14:07:07","327563","1205","2022-03-05 05:50:43","3","1288","2012-03-26 00:34:43"
"2610","kill-process","kill","2011-03-06 15:42:08","327563","0","","1","",""
"2617","standard","standards","2011-03-12 16:27:25","34509","570","2022-03-05 09:20:29","4","-1","2012-01-04 21:28:51"
"2619","selectbox","drop-down-menu","2011-03-15 03:29:47","226006","275","2021-12-31 10:06:16","4","-1","2013-12-18 06:28:32"
"2621","jcomponents","jcomponent","2011-03-16 11:53:08","513838","21","2022-01-19 23:02:57","0","1228","2011-03-28 13:40:53"
"2622","css-background-image","css","2011-03-18 22:40:14","571593","22","2018-06-14 04:43:48","4","-1","2011-05-11 15:08:11"
"2624","windows-azure-tables","azure-table-storage","2011-03-20 14:27:03","272109","3","2011-06-13 08:14:56","0","1228","2011-03-28 13:40:45"
"2625","mysqldb","mysql-python","2011-03-20 21:29:31","13249","513","2021-11-25 23:38:57","0","13249","2011-03-20 21:29:31"
"2630","domain-specific-languages","dsl","2011-03-22 10:56:37","293147","2","2020-10-30 21:42:41","0","102937","2011-06-28 15:46:31"
"2635","floats","float","2011-03-25 22:41:07","102937","28","2013-02-04 00:48:28","0","102937","2011-03-25 22:58:10"
"2637","winbatch","batch-file","2011-03-26 09:03:48","304","13","2015-06-04 20:48:35","1","1228","2011-03-28 13:39:47"
"2638","dos-batch","batch-file","2011-03-26 09:04:49","304","74","2019-07-08 07:22:32","1","1228","2011-03-28 13:39:44"
"2639","bat","batch-file","2011-03-26 09:05:36","304","1878","2022-03-01 12:57:30","1","1228","2011-03-28 13:39:42"
"2640",".bat","batch-file","2011-03-26 09:06:24","304","792","2022-02-23 14:39:57","0","1228","2011-03-28 13:39:36"
"2644","wpfdatagrid","datagrid","2011-03-28 16:19:00","427225","435","2022-03-06 08:48:37","4","-1","2019-06-19 09:36:56"
"2646","rtsj","real-time-java","2011-03-29 03:35:15","83695","0","","0","",""
"2647","debugger","debugging","2011-03-30 16:25:13","23283","1339","2022-03-05 01:27:41","4","-1","2011-07-07 03:49:26"
"2649","basic-string","stdstring","2011-03-31 19:37:40","501557","7","2019-05-20 22:04:28","4","-1","2015-09-06 17:44:37"
"2650","mime-content-type","mime-types","2011-04-04 05:36:15","53114","5","2021-12-07 14:04:33","0","53114","2011-04-04 05:36:15"
"2654","rails3","ruby-on-rails-3","2011-04-05 09:44:28","93884","853","2019-11-06 10:14:44","4","-1","2011-05-09 01:38:45"
"2657","functional","functional-programming","2011-04-08 14:53:27","181412","1217","2022-03-06 04:46:24","4","-1","2011-07-07 03:48:44"
"2659",".net-framework-4.0",".net-4.0","2011-04-12 02:13:27","3043","28","2017-03-24 19:57:06","1","23354","2011-04-29 11:33:03"
"2660","datatypes","types","2011-04-16 19:04:09","83805","485","2022-03-05 16:36:12","4","-1","2011-08-01 22:04:37"
"2661","speed","performance","2011-04-16 19:30:41","83805","2292","2022-03-05 16:03:20","4","-1","2011-04-20 16:31:27"
"2662","typesystem","type-systems","2011-04-16 19:38:47","83805","16","2018-07-05 15:46:03","2","419","2012-01-14 01:45:05"
"2666","chart","charts","2011-04-19 09:02:15","427225","5184","2022-03-04 17:49:53","0","1","2011-08-07 12:38:41"
"2667","charting","charts","2011-04-19 09:02:19","427225","229","2022-02-05 11:05:27","0","1","2011-08-07 12:38:37"
"2668","system-architecture","architecture","2011-04-19 13:10:22","38368","19","2020-07-10 03:30:38","4","-1","2011-07-14 14:38:43"
"2669","application-architecture","architecture","2011-04-19 13:10:33","38368","26","2022-01-11 10:18:40","4","-1","2011-06-27 20:32:22"
"2670","solution-architecture","architecture","2011-04-19 13:10:45","38368","8","2021-01-30 00:40:49","3","419","2012-01-14 01:44:53"
"2671","software-architecture","architecture","2011-04-19 13:10:54","38368","57","2022-02-21 08:41:46","4","-1","2011-06-27 20:32:18"
"2672","sencha","extjs","2011-04-20 05:22:55","185655","3154","2022-03-03 22:05:42","4","-1","2012-11-15 10:10:13"
"2674","webpy","web.py","2011-04-20 19:07:45","102937","135","2020-12-14 09:13:12","0","102937","2011-04-20 19:07:45"
"2675","tuple","tuples","2011-04-20 22:51:52","83805","2457","2022-03-06 09:59:10","2","1","2011-07-29 00:35:06"
"2676","jsr-303","bean-validation","2011-04-21 14:06:26","1288","51","2020-01-16 11:38:01","0","1288","2011-04-21 14:06:26"
"2677","pretty-printing","pretty-print","2011-04-22 05:05:33","83805","6","2018-05-17 14:15:56","3","246246","2013-07-06 07:47:24"
"2681","shared-pointers","shared-ptr","2011-04-23 16:58:41","151292","2","2020-05-02 20:30:31","4","-1","2011-04-24 11:31:45"
"2683","global.asax","global-asax","2011-04-28 00:19:38","1","135","2021-03-31 15:02:09","0","1","2011-04-28 00:19:38"
"2684",".net-framework",".net","2011-04-29 11:31:28","23354","155","2022-02-18 13:38:58","0","23354","2011-04-29 11:31:28"
"2685",".net-framework-3.5",".net-3.5","2011-04-29 11:32:34","23354","12","2013-09-20 09:23:05","0","23354","2011-04-29 11:32:34"
"2687","mma","wolfram-mathematica","2011-04-29 23:11:38","616736","6","2020-04-17 15:23:23","4","-1","2011-08-30 14:34:47"
"2689","files","file","2011-05-02 08:36:52","40342","8588","2022-03-05 21:16:14","4","-1","2011-06-07 15:35:39"
"2691","scalar-udf","user-defined-functions","2011-05-02 18:40:58","27535","1","2013-06-10 11:07:16","3","1","2011-08-07 12:33:06"
"2692","table-udf","user-defined-functions","2011-05-02 18:42:22","27535","1","2013-03-13 21:30:12","3","1","2011-08-07 12:33:09"
"2693","scalar-function","user-defined-functions","2011-05-02 18:42:53","27535","5","2020-10-20 11:21:55","1","1","2011-08-07 12:33:11"
"2694","scalar-valued-functions","user-defined-functions","2011-05-02 18:43:16","27535","1","2021-10-27 09:33:30","0","1","2011-08-07 12:33:13"
"2695","table-valued-functions","user-defined-functions","2011-05-02 18:43:49","27535","15","2019-12-20 22:38:39","0","1","2011-08-07 12:33:15"
"2696","table-variables","table-variable","2011-05-02 18:44:25","27535","0","","0","419","2012-01-14 01:44:19"
"2698","ndk","android-ndk","2011-05-05 14:29:24","4596","2025","2022-02-18 03:25:24","1","105971","2012-07-23 14:13:07"
"2699","asp.net-mvc-3-validation","asp.net-mvc-3","2011-05-05 15:59:26","358970","5","2011-12-28 18:57:37","0","102937","2011-05-31 18:28:59"
"2700","cctray","cruisecontrol.net","2011-05-11 08:12:50","3205","0","","2","",""
"2701","winddk","wdk","2011-05-11 16:23:38","3186","1","2019-07-14 06:23:16","1","366904","2017-08-13 11:51:09"
"2702","cf.net","compact-framework","2011-05-11 21:18:28","9732","2","2014-08-27 12:20:41","0","419","2012-01-14 01:44:43"
"2703","header-file","header-files","2011-05-12 07:50:30","479863","25","2021-07-27 07:14:08","1","419","2011-08-19 09:40:46"
"2708","ugly-code","coding-style","2011-05-18 18:05:30","21234","2","2019-03-06 01:22:29","4","-1","2011-08-04 11:40:47"
"2709","foldr","fold","2011-05-18 20:19:11","157360","58","2021-11-06 17:44:33","0","13249","2011-08-07 12:38:28"
"2710","foldl","fold","2011-05-18 20:19:15","157360","33","2022-02-07 06:36:02","0","13249","2011-08-07 12:38:26"
"2713","hashmaps","hashmap","2011-05-20 08:48:42","560648","96","2021-10-17 18:36:19","2","1","2011-07-05 07:37:19"
"2714","css-hacks","css-hack","2011-05-20 14:41:42","1288","3","2019-09-02 21:49:16","0","1288","2011-05-20 14:41:42"
"2716","sound","audio","2011-05-20 21:23:45","7532","3666","2022-03-06 06:28:59","0","419","2011-08-19 09:40:55"
"2718","windows-application","windows","2011-05-21 17:25:19","366904","66","2022-02-04 13:58:28","4","-1","2011-07-02 14:59:39"
"2719","object-oriented-modeling","oop","2011-05-22 09:22:37","21234","11","2012-09-10 14:01:40","4","-1","2011-06-25 19:26:57"
"2720","computed-column","calculated-columns","2011-05-23 16:07:53","13302","14","2021-10-10 14:21:18","0","419","2011-08-19 09:41:05"
"2721","mongodb-csharp-driver","mongodb-.net-driver","2011-05-24 05:05:25","508601","3","2014-02-04 11:08:25","0","419","2011-08-19 09:41:13"
"2722","coffee","coffeescript","2011-05-24 13:59:49","66226","72","2021-12-10 13:29:09","3","419","2012-01-14 01:44:05"
"2723","unit-tests","unit-testing","2011-05-25 07:04:55","321013","34","2022-02-15 15:47:29","1","102937","2011-05-31 18:27:18"
"2727","android-honeycomb","android-3.0-honeycomb","2011-05-29 20:42:06","1288","31","2011-11-19 18:33:28","0","1288","2011-05-29 20:42:06"
"2728","inner-class","inner-classes","2011-05-30 09:17:57","40342","44","2022-02-01 11:47:55","2","419","2011-08-19 09:41:33"
"2729","clean-code","coding-style","2011-05-30 10:26:31","21234","95","2022-02-11 10:04:05","4","-1","2011-08-04 11:40:42"
"2730","msie7","internet-explorer-7","2011-05-31 01:09:48","405015","0","","0","246246","2013-07-06 08:11:48"
"2731",".java","java","2011-05-31 07:26:23","40342","113","2022-01-26 07:24:48","4","-1","2011-06-15 19:00:18"
"2733","rad-controls","telerik","2011-06-01 08:42:35","19635","0","","1","",""
"2734","spaghetti-code","coding-style","2011-06-01 20:01:10","21234","7","2021-04-07 06:23:10","4","-1","2012-01-04 21:29:17"
"2735","java-util-logging","java.util.logging","2011-06-01 22:01:00","21234","8","2015-11-19 11:41:30","0","246246","2013-08-07 17:44:24"
"2736","oo-design","oop","2011-06-02 06:20:54","21234","11","2018-08-22 12:25:42","4","-1","2011-06-28 14:39:34"
"2737","as400","ibm-midrange","2011-06-03 08:52:50","1","584","2022-02-15 16:16:15","0","1","2011-06-03 08:52:50"
"2738","ibm-i","ibm-midrange","2011-06-03 08:53:09","1","10","2021-09-13 07:57:29","0","1","2011-06-03 08:53:09"
"2739","iseries","ibm-midrange","2011-06-03 08:53:35","1","209","2022-03-02 07:52:47","0","1","2011-06-03 08:53:35"
"2741","calender","calendar","2011-06-05 23:17:52","10936","422","2022-03-04 02:29:55","0","10936","2011-06-05 23:17:52"
"2744","importing","import","2011-06-07 08:39:15","168747","377","2022-03-04 00:34:01","4","-1","2012-04-04 16:43:33"
"2746","o-notation","big-o","2011-06-08 22:48:25","5696","10","2021-11-08 13:43:28","0","419","2011-08-19 09:42:25"
"2749","immutable-class","immutability","2011-06-10 11:33:55","40342","33","2015-01-25 12:32:50","4","-1","2013-11-16 21:31:07"
"2758","wrappers","wrapper","2011-06-22 06:43:12","23354","34","2021-09-19 13:56:34","0","23354","2011-06-22 06:43:12"
"2759","wpf-binding","data-binding","2011-06-22 13:34:10","546730","33","2022-02-24 15:28:21","4","-1","2015-09-09 00:22:08"
"2760","windows-phone-mango","windows-phone-7.1","2011-06-22 19:52:05","102937","27","2011-08-16 04:51:45","0","102937","2011-06-22 19:52:05"
"2761","httpd","apache","2011-06-23 21:38:52","550618","1594","2022-02-21 11:55:24","4","-1","2013-03-29 21:41:29"
"2763","extensions","extension","2011-06-24 14:54:47","102937","90","2013-05-21 14:35:50","0","102937","2011-06-24 14:54:47"
"2764","magento-enterprise","magento","2011-06-26 12:16:29","471559","52","2018-07-25 06:27:07","0","419","2011-08-19 09:42:52"
"2765","faster","performance","2011-06-26 22:31:06","102937","186","2022-03-03 12:31:57","0","102937","2011-06-26 22:31:38"
"2766","running-time","performance","2011-06-26 22:33:06","102937","47","2022-03-01 06:54:49","0","102937","2011-06-26 22:33:06"
"2767","jabber","xmpp","2011-06-27 00:36:54","8388","261","2022-01-23 17:00:34","3","419","2012-01-14 01:42:45"
"2769","string-manipulation","string","2011-06-27 20:26:53","166749","337","2022-02-10 12:23:41","4","-1","2011-07-02 14:33:11"
"2771","memory-fences","memory-barriers","2011-06-29 16:14:14","5597","53","2022-02-16 22:23:38","4","-1","2018-05-24 05:28:01"
"2772","mssql-ce","sql-server-ce","2011-07-04 12:35:40","13302","1","2011-09-10 06:05:27","0","419","2011-08-19 09:43:01"
"2773","sql-ce","sql-server-ce","2011-07-04 12:35:49","13302","661","2016-03-27 18:44:32","0","419","2011-08-19 09:43:04"
"2775","google+","google-plus","2011-07-05 07:29:27","1","450","2021-04-11 19:19:32","0","1","2011-07-05 07:29:43"
"2776","sql-ce-4","sql-server-ce-4","2011-07-05 15:48:47","102937","3","2011-07-19 09:18:03","0","102937","2011-07-05 15:48:47"
"2777","value-types","value-type","2011-07-05 20:27:11","102937","9","2020-05-12 11:37:14","0","102937","2011-07-05 20:27:11"
"2779","implementation-details","implementation","2011-07-05 20:36:43","102937","9","2021-04-01 14:58:44","0","102937","2011-07-05 20:36:43"
"2780","reference-types","reference-type","2011-07-05 21:10:17","102937","5","2020-05-10 07:06:48","0","102937","2011-07-05 21:10:17"
"2781","j2se","java","2011-07-06 11:20:37","1288","154","2021-11-09 17:30:13","0","1288","2011-07-06 11:20:37"
"2783","core-java","java","2011-07-06 16:54:54","21234","105","2022-01-26 04:07:18","4","-1","2011-08-01 22:04:53"
"2784","profiling-tools","profiling","2011-07-07 21:14:37","21234","5","2019-01-04 08:45:42","1","419","2011-08-19 09:43:12"
"2789","component-object-model","com","2011-07-09 20:17:25","28591","2","2018-04-14 22:19:23","1","419","2011-08-19 09:40:10"
"2791","entity-framework-ctp5","entity-framework-4.1","2011-07-09 22:16:36","413501","0","","4","-1","2019-06-29 15:11:16"
"2792","wcfserviceclient","wcf-client","2011-07-09 22:17:53","413501","0","","2","",""
"2793","apache-solr","solr","2011-07-11 17:25:26","102937","40","2020-08-10 11:02:32","0","102937","2011-07-11 17:25:56"
"2794","multi-layer-perceptron","neural-network","2011-07-12 10:38:45","66549","89","2020-07-06 09:02:15","2","-1","2013-04-17 04:55:35"
"2795","dot","graphviz","2011-07-12 10:50:34","66549","0","","1","",""
"2796","play","playback","2011-07-12 12:52:56","1288","3561","2022-03-03 08:35:06","0","1288","2011-07-12 12:52:56"
"2797","ddply","plyr","2011-07-13 03:43:09","271616","431","2022-03-02 12:07:06","4","-1","2012-03-19 23:13:38"
"2798","where","where-clause","2011-07-13 10:08:55","128662","810","2022-03-04 21:30:11","4","-1","2019-06-20 02:05:33"
"2799","pyplot","matplotlib","2011-07-14 09:39:49","66549","1703","2022-03-03 20:28:54","4","-1","2012-06-27 11:59:07"
"2803","memory-usage","memory-management","2011-07-14 14:41:12","635608","89","2021-09-29 13:27:37","4","-1","2011-09-20 03:30:56"
"2804","database-queries","query","2011-07-14 14:44:11","635608","4","2013-01-25 10:12:35","3","1","2011-08-07 12:33:58"
"2805","javax.mail","jakarta-mail","2011-07-14 19:43:39","290213","326","2022-01-28 18:43:33","4","-1","2016-01-05 05:10:28"
"2807","zombies","zombie-process","2011-07-16 18:45:24","102937","20","2020-07-28 09:35:48","0","102937","2011-07-16 18:45:24"
"2808","redirection","redirect","2011-07-16 20:02:51","783119","1131","2022-03-06 02:36:46","1","50776","2012-05-02 19:52:38"
"2810","speed-up","performance","2011-07-17 16:04:05","366904","46","2021-04-10 14:47:45","4","-1","2011-07-28 15:37:23"
"2811","builds","build","2011-07-17 18:43:30","289171","50","2021-11-23 22:14:23","2","1","2011-08-07 12:34:00"
"2812",".net-ria-services","wcf-ria-services","2011-07-18 07:24:56","83039","0","","1","13249","2011-08-07 12:42:26"
"2814","zombie","zombie-process","2011-07-18 17:19:55","102937","110","2022-01-13 18:29:31","0","102937","2011-07-18 17:19:55"
"2819","prepared-statements","prepared-statement","2011-07-21 16:51:04","157882","35","2022-01-10 16:05:09","1","419","2012-01-14 01:41:43"
"2820","asp.net-website","asp.net","2011-07-21 19:01:02","135441","6","2016-09-08 10:53:43","4","-1","2011-07-22 18:08:27"
"2821","razor-web-pages","razor","2011-07-22 07:31:24","11492","4","2021-04-07 14:20:00","2","102937","2012-01-10 22:57:17"
"2824","factory-pattern","factory","2011-07-23 08:45:31","44673","0","","1","",""
"2828","asp.net-razor-pages","razor","2011-07-26 07:44:28","11492","4","2021-12-24 12:02:01","2","102937","2012-01-10 22:56:51"
"2832","cake","cakephp","2011-07-28 19:28:23","561731","371","2022-02-14 09:52:17","2","419","2011-08-19 09:44:03"
"2840","objc-arc","automatic-ref-counting","2011-08-02 05:58:54","23649","0","","3","-1","2012-09-26 19:38:14"
"2842","apache-tiles","tiles","2011-08-03 13:04:04","157882","0","","1","",""
"2845","window-api","winapi","2011-08-05 07:58:52","366904","2","2019-04-01 10:43:24","1","13249","2011-08-07 12:41:28"
"2846","vs-extensibility","vsx","2011-08-05 11:39:48","203458","0","","0","",""
"2847","textmatebundles","textmate","2011-08-06 02:32:32","66549","0","","1","",""
"2848","eigenvector","eigenvalue","2011-08-06 02:35:33","66549","0","","1","",""
"2850","xml-parser","xml-parsing","2011-08-08 19:25:02","102937","15","2022-02-28 15:20:28","0","102937","2011-08-08 19:25:38"
"2853","compress","compression","2011-08-10 19:36:34","811001","650","2022-02-24 15:35:18","4","-1","2012-03-03 10:18:54"
"2854","auth","authentication","2011-08-10 22:05:44","57068","2118","2022-03-04 14:13:56","3","50776","2012-05-15 11:16:43"
"2855","iphone-programming","iphone","2011-08-11 11:46:22","463857","8","2016-12-29 03:55:25","4","-1","2011-08-19 22:22:28"
"2856","gorm","grails-orm","2011-08-11 12:14:57","29995","43","2022-02-28 11:15:13","0","419","2011-08-30 13:19:06"
"2857","grails-hasmany","grails-orm","2011-08-11 12:19:14","29995","21","2015-02-16 18:07:27","0","419","2011-08-30 13:19:03"
"2858","ror","ruby-on-rails","2011-08-11 21:32:51","350087","871","2022-02-28 19:12:01","4","-1","2011-08-29 23:20:13"
"2859","switch","switch-statement","2011-08-13 14:15:00","635608","4354","2022-03-06 09:54:52","3","419","2012-01-14 01:41:06"
"2860","switch-case","switch-statement","2011-08-13 14:25:59","635608","192","2021-11-23 17:52:43","4","-1","2011-12-06 17:01:30"
"2861","nesting","nested","2011-08-13 18:58:43","402240","281","2022-02-24 01:09:56","4","-1","2015-09-08 20:21:06"
"2869","gtest","googletest","2011-08-16 13:09:51","33732","351","2022-03-05 12:18:14","0","102937","2012-03-15 16:23:43"
"2870","efficiency","performance","2011-08-17 14:55:22","500584","841","2022-02-26 15:33:47","4","-1","2011-08-21 17:34:07"
"2873","msi","windows-installer","2011-08-19 11:34:42","274535","2159","2022-03-03 16:19:54","4","-1","2012-03-31 15:17:15"
"2874","python-subprocess-module","subprocess","2011-08-19 14:50:39","500584","319","2020-03-17 02:52:20","4","-1","2012-11-14 16:52:27"
"2878","undefined-behaviour","undefined-behavior","2011-08-20 14:20:27","56338","15","2021-11-04 20:47:33","2","1288","2012-02-02 04:26:42"
"2879","xdocument","linq-to-xml","2011-08-21 12:45:44","41071","670","2022-01-31 11:30:25","3","-1","2013-02-23 22:27:10"
"2881",".net-generics","generics","2011-08-23 06:25:54","41956","13","2020-12-11 13:32:35","4","-1","2011-10-08 15:58:23"
"2882","diffiehellman","diffie-hellman","2011-08-23 14:50:27","1288","6","2021-12-07 01:00:29","0","1288","2011-08-23 14:50:27"
"2883",".cshtml","razor","2011-08-23 20:17:08","23354","32","2022-01-22 06:25:01","0","23354","2011-08-23 20:17:08"
"2884","c++0x","c++11","2011-08-24 03:06:11","46642","717","2020-03-18 17:19:49","4","-1","2011-08-25 10:31:34"
"2885","wri-mathematica","wolfram-mathematica","2011-08-24 04:07:29","353410","0","","4","-1","2011-09-17 03:27:53"
"2886","bigmemory","ehcache-bigmemory","2011-08-25 15:04:19","34397","29","2021-10-28 14:04:52","0","34397","2011-08-25 15:04:19"
"2891","il","cil","2011-08-29 20:03:23","82959","64","2022-01-30 01:04:46","4","-1","2016-02-20 01:47:05"
"2892","json-parsing","json","2011-08-30 07:00:08","1114","809","2021-07-15 10:26:15","4","-1","2011-09-20 03:22:07"
"2893","tsvn","tortoisesvn","2011-08-30 07:30:45","48003","3","2020-11-12 02:48:14","2","419","2012-01-14 01:49:57"
"2894","softkeyboard","android-softkeyboard","2011-08-30 13:43:23","1228","163","2021-12-31 12:40:19","0","1228","2011-08-30 13:43:23"
"2896","ext","extjs","2011-08-30 20:23:06","102937","319","2021-11-15 14:57:44","0","102937","2011-08-30 20:23:06"
"2897","model-view-presenter","mvp","2011-08-30 20:25:43","102937","9","2018-08-16 22:17:57","0","102937","2011-08-30 20:25:43"
"2899","if-else-statement","if-statement","2011-09-01 05:40:06","1","49","2021-12-07 21:59:00","0","1","2011-09-01 05:40:06"
"2900","if-then-else","if-statement","2011-09-01 05:41:45","1","30","2022-02-17 11:18:10","0","1","2011-09-01 05:41:45"
"2901","textboxes","textbox","2011-09-01 08:40:37","318425","117","2021-09-24 05:26:35","2","419","2012-01-14 01:39:39"
"2904","uml-modeling","uml","2011-09-01 18:05:03","95573","242","2020-12-19 14:45:47","2","246246","2013-07-06 07:23:28"
"2906","registers","cpu-registers","2011-09-02 07:26:49","1","265","2022-02-27 21:03:34","0","1","2011-09-02 07:26:49"
"2907","output-file","file-io","2011-09-02 12:10:41","646382","42","2022-01-27 09:05:50","4","-1","2012-05-12 03:05:55"
"2910","mac","macos","2011-09-06 11:26:28","1","16206","2022-03-06 03:31:14","0","1","2011-09-06 11:26:28"
"2911","servletcontext","servlets","2011-09-07 01:30:39","157882","64","2021-12-02 09:01:28","1","419","2012-01-14 01:39:16"
"2912","coding-guidelines","coding-style","2011-09-07 22:40:50","12388","11","2021-02-08 11:00:47","4","-1","2012-01-04 21:29:11"
"2914","cached","caching","2011-09-07 22:43:30","12388","77","2022-02-18 11:20:34","2","419","2012-01-14 01:38:58"
"2915","validators","validation","2011-09-08 12:36:04","157882","95","2022-03-05 09:16:25","4","-1","2011-12-28 16:41:31"
"2918","sql-syntax","sql","2011-09-09 22:12:20","127880","83","2021-07-26 08:34:30","4","-1","2011-09-21 07:46:13"
"2920","3d-graphics","3d","2011-09-11 01:32:53","675568","25","2022-02-03 20:00:30","3","1288","2012-05-14 14:22:59"
"2921","compiling","compilation","2011-09-12 06:10:47","1","802","2022-02-24 07:36:12","0","1","2011-09-12 06:10:47"
"2922","compile","compilation","2011-09-12 06:12:04","1","3833","2022-03-03 09:58:20","0","1","2011-09-12 06:12:04"
"2924","async-ctp","async-await","2011-09-13 03:54:52","263693","14","2021-09-24 11:28:05","4","-1","2015-03-15 09:30:51"
"2925","await","async-await","2011-09-13 03:54:58","263693","1030","2022-03-04 20:37:39","4","-1","2015-03-15 09:30:53"
"2931","mini-profiler","mvc-mini-profiler","2011-09-15 00:45:33","17174","18","2020-10-20 12:06:32","0","17174","2011-09-15 00:45:33"
"2933",".deb","deb","2011-09-16 08:56:44","50049","19","2022-02-10 12:18:30","0","50049","2011-09-16 08:56:44"
"2938","getters-setters","getter-setter","2011-09-19 22:05:25","102937","2","2022-02-24 03:06:57","0","102937","2011-09-19 22:05:25"
"2939","magical-getters-setters","getter-setter","2011-09-19 22:06:08","102937","0","","0","102937","2011-09-19 22:06:08"
"2940","getters","getter","2011-09-19 22:10:54","102937","182","2022-02-09 05:21:28","0","102937","2011-09-19 22:10:54"
"2941","setters","setter","2011-09-19 22:11:13","102937","158","2022-02-09 05:21:28","0","102937","2011-09-19 22:11:13"
"2942","simple-build-tool","sbt","2011-09-20 05:39:24","500314","2","2014-08-24 21:59:40","4","-1","2013-12-10 10:46:17"
